,Count
NCOA3,24
CD4,24
SDF4,24
AGR2,24
PPY,24
TNFSF13B,24
PTHLH,24
UGT1A7,24
FDX1,24
AMT,24
DUSP6,24
HRAS,24
STC2,24
CF,24
PSPH,24
HLA-DQA2,24
HSP90AB1,24
KRT8,24
CD38,24
QTRT1,24
LRP2,23
WDR1,23
PARN,23
HLCS,23
SRC,23
PRKACG,23
B2M,23
MMAA,23
FANCG,23
DLL4,23
SLC20A2,23
AMN,23
FANCM,23
WRAP53,23
RREB1,23
EOGT,23
IRF9,23
FANCL,23
NOP10,23
FANCC,23
HLA-DRB3,23
HPS5,23
MECOM,23
ZFPM1,23
ATRX,23
HBA1,23
ITPA,23
FANCA,23
LMBRD1,23
HIRA,23
JAK1,23
FARS2,23
DKC1,23
ETV6,23
IRF3,23
TCN2,23
FANCB,23
SDS,23
GP5,23
JMJD1C,23
AP3B1,23
TPP2,23
UFD1,23
ANKRD11,23
IRF7,23
MPIG6B,23
ESCO2,23
VPS45,23
TMEM165,23
SEC24C,23
MAD2L2,23
SLX4,23
ERCC6L2,23
XRCC2,23
STIM1,23
STT3B,23
BCR,23
SPATA5,23
ACD,23
MAVS,23
MASTL,23
SNX10,23
FANCE,23
TINF2,23
CDA,23
RBPJ,23
OCLN,23
ITK,23
CTC1,23
FANCD2,23
ACTN1,23
IFNAR1,23
NBEAL2,23
SALL4,23
ANKRD26,23
ABL1,23
GP1BB,23
rs2736990,23
ASPG,23
SC5D,23
RUNX1,23
NOTCH1,23
RNASEH2C,23
DNASE1L3,23
STAT2,23
GFI1B,23
BRIP1,23
NSUN2,23
FLNA,23
NHEJ1,23
CYCS,23
RTEL1,23
TBX1,23
RAD51C,23
IVD,23
IFNAR2,23
PALB2,23
HOXA11,23
DOCK6,23
ARHGAP31,23
IFIH1,23
GP9,23
ABCD4,23
FYB1,23
NHP2,23
AGK,23
RNASEH2A,23
DDX58,23
CASP10,23
FANCF,23
IRF2,23
PMM2,23
EBP,23
PDSS2,22
LAMB2,22
COQ8B,22
FOXC2,22
PTPRO,22
ARHGDIA,22
PLCE1,22
LPIN2,22
PAX2,22
MYO1E,22
CPE,22
NEU1,22
GUSB,22
ATN1,21
PRKAG2,21
XRCC4,20
HMBS,20
FLII,20
UCP1,20
MYO5A,20
PPARD,20
TFG,20
RAI1,20
CYP19A1,20
TCF7L2,20
PIEZO1,20
GGT2,19
TRH,19
GPR101,19
NSMCE2,19
SHC1,19
CEBPA,19
PLAGL1,19
HADHB,19
NR1H4,19
ACADSB,19
SMPD1,19
STAT6,19
PPP1R3C,19
POR,19
KIF1A,19
AIP,19
SDC2,19
LXN,19
NEDD4,19
PHKA2,19
ZMPSTE24,19
RAD21,19
MC4R,19
CDK5,19
SHANK3,19
STXBP2,19
ANGPTL3,19
ACAT1,19
GGTLC4P,19
SLC10A1,19
KL,19
ACSL5,19
JAG1,19
DCAF17,19
MT1B,19
PPP1R3A,19
USF1,19
SMARCD1,19
ACSL3,19
AS3MT,19
SMC3,19
KCNQ2,19
MIR107,19
GJC2,19
HYPLIP1,19
HDAC8,19
ABCG8,19
ABCG5,19
NPC1L1,19
ERCC5,19
AGL,19
FIG4,19
SOAT2,19
SCN4A,19
GGTLC3,19
LIPE,19
OSBPL10,19
FMNL3,19
GFPT1,19
CNBP,19
ESRRA,19
GGTLC5P,19
DGAT1,19
C5AR2,19
NAGA,19
ACAT2,19
APOF,19
ASRGL1,19
PSMB8,19
ACACA,19
HELZ2,19
CCR7,19
KCTD10,19
ACSM3,19
FDFT1,19
PTH,19
PHKG2,19
AKT2,19
HADHA,19
SMC1A,19
SLCO2A1,19
PEX5,19
LAMA2,19
PLTP,19
SEL1L,19
ID2,19
RGN,19
PTRH1,19
HSP90AB2P,19
HPGD,19
HSD11B1,19
rs1360517,19
GBE1,19
NEIL1,19
KLRK1,19
PLIN1,19
PPP1R3B,19
GPD1,19
SREBF1,19
PYGL,19
MIR27B,19
FGF21,19
CPT1A,19
TXNIP,19
GK,19
SAA3P,19
ACACB,19
GVINP1,19
RAB27A,19
RGS2,19
UNC13D,19
BUD13,19
ELF3,19
ZPR1,19
MRPS22,18
FLT4,18
SUMF1,18
SOS2,18
BCL6,18
NDUFS6,18
CLCNKB,18
NDUFAF4,18
TAPT1,18
MFRP,18
ASAH1,18
LACC1,18
GLE1,18
rs4345115,18
BUB3,18
FRMD4A,18
BUB1,18
SLC9A1,18
CHEK2,18
ANKRD55,18
IGH,18
GNAQ,18
FOXG1,18
AGGF1,18
NUBPL,18
KLF1,18
NDUFS4,18
KAT6B,18
PTPN14,18
CHRND,18
CEP57,18
INPPL1,18
SLC9A2,18
ALG1,18
NDUFB9,18
TRIP11,18
TSC1,18
SLC35D1,18
PEX2,18
NDUFS3,18
MPI,18
SOX18,18
CHRNG,18
BUB1B,18
PRPF8,18
NDUFV2,18
RP9,18
KIF7,18
COL8A2,18
WNT7A,18
ADAMTS2,18
ASL,18
IFT80,18
NDUFA11,18
KCTD1,18
ZNHIT3,18
KIAA0586,18
COL1A2,18
TMPRSS15,18
MRPS16,18
NEK1,18
CPS1,18
RASA2,18
ALG8,18
CCBE1,18
NDUFB3,18
GATA2,18
WDR34,18
rs17410015,18
SLC9A3,18
rs4248154,18
WISP3,18
FLNB,18
PTPN2,18
RIN2,18
MAPRE2,18
HBA2,18
CAMTA1,18
SCNN1B,18
rs1136001,18
SLC26A2,18
BMPER,18
FRG1,18
NDUFAF1,18
SMCHD1,18
RYR1,18
RPS3,18
PRKD1,18
CHRNA1,18
WDR35,18
TSC2,18
PTGER3,18
AAVS1,18
NDUFAF3,18
CCDC88A,18
CD247,18
A2ML1,18
RIT1,18
DIS3L2,18
IKBKG,18
PKLR,18
DHCR7,18
SPINK5,18
ANKH,18
CLCNKA,18
KIF11,18
LEMD3,18
ACADM,18
NDUFA1,18
NDUFS2,18
NDUFAF5,18
CDAN1,18
PTH1R,18
MAP2K2,18
NR2E3,18
DYNC2H1,18
NDUFV1,18
DHDDS,18
NDUFAF2,18
DUX4,18
LARS2,18
TMEM126B,18
PRPF31,18
CBL,18
TUBB,18
NDUFS1,18
LZTR1,18
rs4569005,18
PDE6G,18
FOXRED1,18
NRL,18
SLC40A1,18
WDR60,18
MKKS,18
VEGFC,18
ERBB3,18
CALM2,16
CALM1,16
CALM3,16
rs5771069,12
rs8099917,12
RATOR,12
POREN1,12
SOX17,12
CRYAB,12
BSVD,12
POREN2,12
STARD13,12
KRT1,12
HANAC,12
rs11071559,12
PODXL,12
FBN1,12
LMO3,11
KRIT1,11
SRPX,11
GRIN3A,11
ADAMTS10,11
CAMKMT,11
PNN,11
rs1036935,11
SNCA,11
SEMA6A,8
SCNN1A,7
SERPINI1,6
BMP7,6
PRNP,6
ARTN,6
SH3D19,5
PAFAH1B1,5
REST,5
DLG4,5
NRN1,5
PAWR,5
BACE1,5
IL21,5
GOLT1A,5
BSG,5
H2AFX,5
ENO2,5
PIK3R3,5
rs3827730,5
RNASE1,5
SLC19A1,5
BAI2,5
KIAA1147,5
MIR497,5
SLC6A1,5
PRKCH,5
CUBN,5
ANGPTL1,5
NDRG4,5
XBP1,5
MPV17,5
KIF1B,5
INF2,5
TRNK,5
ERCC8,5
GCK,5
VHL,5
ERCC6,5
PTGER1,5
ODC1,5
CDK4,5
SLC25A4,5
SLC1A2,5
YWHAG,5
IL17C,5
MAP3K11,5
SLC8A1,5
MAP2,5
ERVK-10,5
DCXR,5
ADIPOR2,5
KIDINS220,5
NUP214,5
SNAP29,5
RPS6KB3,5
EDIL3,5
CDK1,5
GRN,5
PRKCL,5
BCS1L,5
RAMP2,5
SERPINB6,5
VPS4B,5
CCNH,5
SEMA3A,5
GOLT1B,5
PSEN1,5
PTGDR,5
EPHX2,5
ZRANB3,5
FAN1,5
RAC1,5
SYP,5
MIR320A,5
PRKG1,5
NPR2,5
PWAR4,5
CEACAM1,5
PLSCR1,5
GOT1,5
PKCL,5
XBP1P1,5
SERPINE2,5
CARTPT,5
MANF,5
F2RL3,5
NGB,5
LMO1,5
ANXA1,5
MIR424,5
MIR491,5
rs4728142,5
KCNK3,5
HNF1B,4
WDR73,4
DENTS,4
FASTKD2,4
COL4A4,4
SLITRK6,4
RHOA,4
SCO1,4
RAB38,4
CLU,4
rs10812610,4
PET100,4
TACO1,4
CLCK2,4
CTNS,4
PEX1,4
SDHB,4
PAK1,4
TRNE,4
SDHD,4
LMNB2,4
MAFB,4
TRPC6,4
COL4A3,4
COX14,4
HNF4A,4
COX10,4
TRNN,4
NCK2,4
ANLN,4
NUP107,4
APOPT1,4
NCK1,4
AMMECR1,4
ACSL4,4
CLCN5,4
ITGA8,4
CD2AP,4
PGR,4
PAK2,4
ENAH,4
NPHL1,4
COX20,4
VTN,4
KCNE5,4
CD55,4
IER3IP1,4
PRODH,4
COX6B1,4
COQ6,4
PSTPIP1,4
ZNF592,4
COA5,4
PRRT2,4
FGF10,3
AQP1,3
MUC5B,3
FPR1,3
TWIST1,3
AQP4,3
SGK1,3
ITGB6,3
WDR26,3
HSPA1L,3
CLDN4,3
EGLN1,3
GNAS,3
SGMS1,3
rs6496932,2
rs7140150,2
SETD1A,2
CYP4V2,2
PRSS27,2
MTRR,2
PTGIR,2
rs633715,2
SUPT7L,2
HABP2,2
rs2237878,2
rs7554607,2
FURIN,2
CTEPH1,2
F11,2
TAF1,2
PROS1,2
GAGE12I,1
HCLS1,1
LRSAM1,1
MARS,1
CACNA1G,1
THAS,1
IMMT,1
GZMH,1
MKRN3,1
ATXN8,1
GAN,1
YPEL5,1
ZNF596,1
MRE11A,1
CES1,1
ABCB11,1
MORC2,1
SLC52A3,1
RAB7A,1
DAPK1,1
NGF,1
AMACR,1
NAGLU,1
ADA2,1
SIM1,1
PRPS1L1,1
ARL6IP1,1
STK31,1
ERBB2,1
HUS1,1
DUSP13,1
TTR,1
MSH6,1
ABCC1,1
TTLL12,1
SLC12A3,1
SOX10,1
GJB1,1
FRY,1
FRMD4B,1
CD27,1
PIK3R5,1
UGT2B7,1
SCARF2,1
LOC100128922,1
RAB18,1
SSX1,1
ERCC3,1
SLC2A1,1
ITGBL1,1
PXMP2,1
FGD4,1
IFNA13,1
TRIM2,1
SNORD116-1,1
EPCAM,1
PSMB7,1
JPH1,1
DST,1
AIFM1,1
GPR15,1
COASY,1
RAB3GAP1,1
PLP1,1
DDIT4L,1
YARS,1
MAD2L1BP,1
CADPS,1
HMMR,1
CDK7,1
SPAST,1
CTDP1,1
MYO3A,1
ABCC4,1
MYH14,1
CNTF,1
ALAD,1
PNPLA6,1
SPTBN2,1
HSD17B4,1
EXO1,1
KCNJ10,1
IFNA1,1
SPDL1,1
SEPT9,1
SBF1,1
PPIA,1
ABHD12,1
SGCA,1
UPK3A,1
POLR3B,1
LTK,1
PSMB1,1
GDAP1,1
NPAP1,1
OSGEP,1
NTRK1,1
LIFR,1
ANGPTL4,1
DAZ4,1
HINT1,1
IL17RD,1
PEX10,1
NEK4,1
SUCLA2,1
FUS,1
GBA2,1
PDK3,1
BMPR1B,1
ABCC5,1
TICRR,1
POLG,1
CEP250,1
TRPS1,1
ACO2,1
C12ORF65,1
IKBKAP,1
KCNJ1,1
PEX12,1
GPI,1
FAH,1
CPOX,1
MAPKBP1,1
SRD5A2,1
CHEK1,1
SPTLC2,1
D2HGDH,1
ALS2,1
RHOBTB2,1
MYH7B,1
PRPS1,1
MPC1,1
CASC5,1
KMT2B,1
ELOVL5,1
HSD3B7,1
MLH3,1
RAB37,1
DYNC1I1,1
ZFYVE26,1
ELP1,1
ACTL8,1
TPP1,1
CAPG,1
SLC10A2,1
MED9,1
ABCD1,1
HARS2,1
GAGE6,1
SPG21,1
PLXDC2,1
ZBTB17,1
RDM1,1
LITAF,1
NGLY1,1
OSBPL6,1
RBMY2FP,1
MERTK,1
SPTLC1,1
NCAPG,1
SLC22A5,1
ATXN3,1
AP1S1,1
ABCC3,1
SLCO3A1,1
CYP24A1,1
CYP8B1,1
LRP5,1
TPI1,1
HERPUD1,1
rs17706439,1
CAPN1,1
PAGE1,1
DPYD,1
TRIP4,1
SH3TC2,1
TRERF1,1
PMP22,1
PTPRN2,1
H19,1
SGPP1,1
TRPV4,1
GAGE7,1
SURF1,1
GARS,1
CD1D,1
COX6A1,1
MYOT,1
SETX,1
RMND1,1
SLC5A7,1
GLI1,1
SLC25A19,1
CACNA1A,1
MLH1,1
CDCA2,1
SULT2B1,1
C12orf65,1
DAZ3,1
DKK1,1
SUSD4,1
EBF2,1
TUBB3,1
RNF170,1
SCN11A,1
PGM3,1
FGFR4,1
POU3F1,1
GAGE2C,1
KARS,1
CYP7B1,1
TMPRSS6,1
HELQ,1
STX16,1
FLVCR1,1
NDN,1
OPA1,1
PASK,1
MBD6,1
FUT6,1
ATP5E,1
GJC3,1
KIAA1324,1
AURKA,1
FGF14,1
FAM126A,1
PDYN,1
MANBA,1
PPP2R2B,1
MFHAS1,1
SRD5A1,1
MGMT,1
DYNC1H1,1
NF2,1
AFG3L2,1
TMED5,1
CUL4B,1
ATL3,1
ERLIN2,1
GIF,1
RASGRP1,1
GJB3,1
SCP2,1
APTX,1
COL9A3,1
ATL1,1
SSX4,1
TLN2,1
PRICKLE1,1
TDP1,1
GNA11,1
DHH,1
NT5E,1
IRF4,1
SBF2,1
CHST5,1
LILRB1,1
PLEKHG5,1
MED25,1
FMO2,1
RORA,1
DDX52,1
SSX4B,1
ATXN8OS,1
SLC30A10,1
MN1,1
RTN2,1
CRIP1,1
POU2F2,1
CHAMP1,1
DPF3,1
C19ORF12,1
NIPA1,1
MFN2,1
PMS1,1
PEX7,1
POLR3A,1
WASHC5,1
GAGE3,1
ELOVL6,1
PMS2,1
DDHD1,1
EPHB2,1
DAG1,1
UCHL1,1
FBLN5,1
ABCC2,1
KLHDC8A,1
TCF7L1,1
ERCC1,1
PPOX,1
DUSP23,1
CTSS,1
CDC6,1
RPIA,1
TWNK,1
PARP2,1
NGFR,1
FUCA1,1
DNM2,1
LILRB4,1
TTBK2,1
UTP20,1
MEN1,1
TRIM26,1
NLRP2,1
TBC1D20,1
LIF,1
TAP2,1
ITM2A,1
TBP,1
PEX11B,1
C17orf96,1
NOTCH2,1
SIGMAR1,1
REEP1,1
DOK2,1
MAGEL2,1
ATP13A2,1
RRM1,1
IFI44,1
GNB4,1
DARS2,1
COMP,1
HSPB8,1
MTMR2,1
POLD4,1
TNFSF8,1
AICDA,1
MTM1,1
HBBP1,1
KIF5A,1
SVOP,1
RETREG1,1
PPP4R1,1
SLC25A46,1
GJE1,1
ID3,1
SCN8A,1
GSTZ1,1
GET4,1
LAIR2,1
DDB2,1
COQ7,1
ND4L,1
CLCF1,1
KIAA2034,1
XPA,1
SMC2,1
SSX2,1
SAMD9L,1
AFP,1
SCN2A,1
WNT11,1
IGHMBP2,1
EGR2,1
DFNA4A,1
IFNGR2,1
BAK1,1
FMR1,1
HK1,1
POLE4,1
SLC12A6,1
TNXB,1
SACS,1
MFSD6,1
XPC,1
PRKCG,1
TMEM98,1
IARS2,1
SCN9A,1
MED12,1
DAZ1,1
MATR3,1
RAB3GAP2,1
PDSS1,1
ERCC2,1
SLC25A15,1
MKRN3-AS1,1
COBL,1
IGF2BP3,1
PLEKHG4,1
HERC2,1
ALDH1A1,1
IGHG1,1
CACNA1B,1
IPW,1
PNKP,1
MSH2,1
SOX8,1
GAGE4,1
NDRG1,1
LSM1,1
PNMHH,1
SPG11,1
PRKD3,1
VPS13A,1
SNORD115-1,1
PHF6,1
SPG7,1
NEFH,1
ZNF385B,1
CCT5,1
DCAF8,1
AARS,1
RIEG2,1
PRKAR1A,1
DNMT1,1
MPZ,1
SLC22A8,1
SHFM1,1
ALDH18A1,1
UNC13C,1
PRX,1
PTPN13,1
KCNQ1OT1,1
NPC2,1
NEFL,1
KLC2,1
LDB3,1
SNRPN,1
CPT1C,1
GAD1,1
RAPH1,1
MAGEA2B,1
GPANK1,1
LY6E,1
CYP4F12,1
MUTYH,1
NAT1,1
SLURP1,1
KCNQ3,1
MKI67,1
IBA57,1
SCYL1,1
SLC12A1,1
HARS,1
PWRN1,1
GTF2H1,1
UACA,1
GMPPA,1
SPG36,1
XK,1
MAGEA2,1
BAG3,1
PHYH,1
DSTYK,1
SULT4A1,1
CEP72,1
SLC28A1,1
POLB,1
